Prediction,Actual,Carat,Cut,Color,Clarity
3620.422540757791,3465,0.94,3,5,1
552.5175114240006,460,0.25,3,2,3
2315.093016890292,2205,0.7,3,4,3
15554.889360794983,23920,2.17,5,6,2
9222.425483122557,11860,1.51,3,7,2
4322.957339312805,6010,1.1,5,3,2
