Prediction,Actual,Carat,Cut,Color,Clarity
-989.4975258938257,400,0.34,5,6,1
-1163.9681266069638,560,0.3,5,5,2
422.1521962721472,1020,0.51,2,7,1
3370.9291787433685,2510,0.6,3,7,5
6534.0238478731535,5010,0.97,2,7,5
9235.875225006876,10060,1.5,5,4,2
