Prediction,Actual,Carat,Cut,Color,Clarity
552.7205858937677,394,0.32,5,1,2
1018.9287193963553,918,0.4,3,7,5
1373.925628641172,1705,0.6,5,3,4
3114.7601644341835,2367,0.73,5,4,4
6017.961661739035,6105,1.04,5,3,6
14244.238277713379,13348,1.51,5,4,6
